leg,decision,missing,families,n_families,s3_applied,source,id,doi,year,journal,title,abstract
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise;rate,3,True,openalex,W7148907649,10.5281/zenodo.19410843,2026,Zenodo (CERN European Organization for Nuclear Research),Structural Compression as an Early Warning Signal for Fold Bifurcations: The CRTI Framework for High-Dimensional Systems,"This paper builds on the structural compression framework introduced in Mallinckrodt (2026), Structural Compression as a Mechanism-Specific Early Warning Signal Beyond Critical Slowing Down (https://doi.org/10.5281/zenodo.19410080), and applies it specifically to fold bifurcation systems. Description This work introduces the Compression–Resonance Thermodynamic Index (CRTI), a mechanism-specific early warning framework for detecting critical transitions in high-dimensional dynamical systems. The central hypothesis is that, in systems approaching fold-type bifurcations under additive noise, collapse may be preceded not by increasing variance or autocorrelation, but by a progressive loss of effective degrees of freedom, referred to as structural compression. Structural compression is quantified via the effective rank of the rolling covariance matrix, computed as the exponential of spectral entropy. This measure, denoted Φ(t), is invariant under uniform scaling and therefore captures redistribution of variance across modes independently of total amplitude. A complementary responsiveness proxy R(t), derived from the lag-1 autoregressive coefficient of the dominant principal component, is combined with Φ(t) to form the composite viability index: T(t) = R(t) / Φ(t) The framework yields three falsifiable predictions: (i) Φ(t) declines prior to variance-based indicators in compression-driven systems, (ii) T(t) provides earlier detection than variance or AR(1) alone, and (iii) observed Φ trends exceed phase-randomized surrogate baselines. The methodology includes rolling covariance estimation with Ledoit–Wolf shrinkage, surrogate testing via IAAFT, and evaluation using Kendall’s tau and lead-time metrics. Simulation results from compression-driven coupled systems indicate that Φ(t) exhibits earlier and more robust trends than classical early warning signals, while T(t) provides the strongest combined signal under the tested conditions. The domain of validity is explicitly restricted to fold-type bifurcations under additive noise. The framework is not applicable to Hopf bifurcations, noise-induced transitions, or rate-induced tipping. Additional constraints include the Structural–Dynamic Separability (SDS) condition and the Projection-Induced Determinism (PID) limitation, both of which are formally integrated into the estimation pipeline. All claims are formulated as empirically testable hypotheses. The proposed framework is intended as a complementary, mechanism-sensitive extension to classical early warning theory rather than a universal replacement. early warning signals critical transitions structural compression effective rank spectral entropy fold bifurcation high-dimensional systems multivariate time series covariance structure critical slowing down CRTI complex systems"
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise;rate,3,False,openalex,W7160144445,10.1016/j.chaos.2026.118374,2026,Chaos Solitons & Fractals,Probabilistic anticipation of AMOC transitions under critical forcing magnitudes and rates via deep learning,"Key components of the Earth system can undergo abrupt transitions when the magnitude or rate of external forcing exceeds critical thresholds. In this study, we use the example of the Atlantic Meridional Overturning Circulation (AMOC) to demonstrate the challenges associated with anticipating such transitions when the complex system is susceptible to bifurcation-induced, rate-induced, and noise-induced tipping. Using a calibrated AMOC model, we conduct large ensemble simulations and show that transition behavior is inherently stochastic: under identical freshwater forcing scenarios, some ensemble members exhibit transitions while others do not. In this stochastic regime, traditional early warning indicators based on critical slowing down are unreliable in predicting impending transitions. To address this limitation, we develop a deep learning (DL)-based approach that identifies higher-order statistical differences between transitioning and non-transitioning trajectories within the ensemble realizations. This method enables the real-time prediction of transition probabilities for individual trajectories prior to the onset of tipping. Our results show that the DL-based indicator provides effective early warnings in a system where transitions can be induced by bifurcations, critical forcing rates, and noise. These findings underscore the probabilistic safe operating boundary and the potential in identifying early warning indicators for abrupt transitions of complex systems under uncertainty."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W423541695,,2014,Research Commons (University of Waikato),Dynamics and precursor signs for phase transitions in neural systems,"This thesis investigates neural state transitions associated with sleep, seizure and anaesthesia. The aim is to address the question: How does a brain traverse the critical threshold between distinct cortical states, both healthy and pathological? Specifically we are interested in sub-threshold neural behaviour immediately prior to state transition. We use theoretical neural modelling (single spiking neurons, a network of these, and a mean-field continuum limit) and in vitro experiments to address this question.&#13;\nDynamically realistic equations of motion for thalamic relay neuron, reticular nuclei, cortical pyramidal and cortical interneuron in different vigilance states are developed, based on the Izhikevich spiking neuron model. A network of cortical neurons is assembled to examine the behaviour of the gamma-producing cortical network and its transition to lower frequencies due to effect of anaesthesia. Then a three-neuron model for the thalamocortical loop for sleep spindles is presented. Numerical simulations of these networks confirms spiking consistent with reported in vivo measurement results, and provides supporting evidence for precursor indicators of imminent phase transition due to occurrence of individual spindles.&#13;\nTo complement the spiking neuron networks, we study the Wilson–Cowan neural mass equations describing homogeneous cortical columns and a 1D spatial cluster of such columns. The abstract representation of cortical tissue by a pair of coupled integro-differential equations permits thorough linear stability, phase plane and bifurcation analyses. This model shows a rich set of spatial and temporal bifurcations marking the boundary to state transitions: saddle-node, Hopf, Turing, and mixed Hopf–Turing. Close to state transition, white-noise-induced subthreshold fluctuations show clear signs of critical slowing down with prolongation and strengthening of autocorrelations, both in time and space, irrespective of bifurcation type.&#13;\nAttempts at in vitro capture of these predicted leading indicators form the last part of the thesis. We recorded local field potentials (LFPs) from cortical and hippocampal slices of mouse brain. State transition is marked by the emergence and cessation of spontaneous seizure-like events (SLEs) induced by bathing the slices in an artificial cerebral spinal fluid containing no magnesium ions. Phase-plane analysis of the LFP time-series suggests that distinct bifurcation classes can be responsible for state change to seizure. Increased variance and growth of spectral power at low frequencies (f &lt; 15 Hz) was observed in LFP recordings prior to initiation of some SLEs. In addition we demonstrated prolongation of electrically evoked potentials in cortical tissue, while forwarding the slice to a seizing regime. The results offer the possibility of capturing leading temporal indicators prior to seizure generation, with potential consequences for understanding epileptogenesis.&#13;\nGuided by dynamical systems theory this thesis captures evidence for precursor signs of phase transitions in neural systems using mathematical and computer-based modelling as well as in vitro experiments."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W2221245628,10.1103/physreve.93.032404,2016,Physical review. E,Anticipating regime shifts in gene expression: The case of an autoactivating positive feedback loop,"Considerable evidence suggests that anticipating sudden shifts from one state to another in bistable dynamical systems is a challenging task; examples include ecosystems, financial markets, and complex diseases. In this paper, we investigate the effects of additive, multiplicative, and cross-correlated stochastic perturbations on determining the regime shifts in a bistable gene regulatory system, which gives rise to two distinct states of low and high concentrations of protein. We obtain the stationary probability density and mean first-passage time of the system. We show that increasing the additive (multiplicative) noise intensity induces a regime shift from a low (high) to a high (low) protein concentration state. However, an increase in the cross-correlation intensity always induces regime shifts from a high to a low protein concentration state. For both bifurcation-induced (often called the tipping point) and noise-induced (called stochastic switching) regime shifts, we further explore the robustness of recently developed critical-down-based early warning signal (EWS) indicators (e.g., rising variance and lag-1 autocorrelation) on our simulated time-series data. We identify that using EWS indicators, prediction of an impending bifurcation-induced regime shift is relatively easier than that of a noise-induced regime shift in the considered system. Moreover, the success of EWS indicators also strongly depends upon the nature of the noise."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W2575219362,10.1017/9781316339251.003,2016,Cambridge University Press eBooks,Tipping Points in the Climate System,"Abstract. In climatic time series abrupt changes are observed. We hypothesize that these abrupt changes are due to nonlinear responses inherent in the climate system, specifically, so-called tipping points. This behaviour result from non-linear climate response to either ex-ternal forcing, internal stochastic fluctuations or a combination of both. At some point the forcing will cause the climate to jump from one stable state to another. This scenario is termed a tipping point. The concept of a tipping point is quite broad, but here we shall refrain from any gen-eral definitions and consider the following more restricted framework: We consider the climate or some components of the climate as a dynamical system depending on a set of parameters. Factors, not included in the system interacting with components of the system, can then be consid-ered external forcing or stochastic fluctuations. Two common, and often competing, hypotheses are: The climate system’s steady state loses its stability and disappears as an external system (control-)parameter slowly changes, so-called b-tipping, b for bifurcation-induced; or fluctuations spontaneously push the climate system from one stable state to another, so-called n-tipping, n for noise-induced. The cause of the tipping can be very different in the two cases, and especially the possibility of predicting a tipping will be different. In the case that the underlying dynamics or the control-parameter are not com-pletely known, there could still be early warning signals in the statistics of the observed fluctuations prior to a tipping point. The Pleistocene climate is documented in a variety of geological records, most promi-"
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;rate,2,False,openalex,W2546763068,,2016,Figshare,Early-warning indicators for tipping points,"The term ‘tipping event’ is used to describe a certain class of phenomena as observed in many different fields of science. It refers to an event where a gradual change of external forcing causes a sudden, large, often unwanted, transition to the state of the system. Some examples of known tipping events in science include: Arctic sea ice melting (climate), epileptic seizures (biology), collapse of ecosystems and populations (ecology) and market crashes (finance). Three mathematical mechanisms for tipping events have been proposed in the literature: bifurcation-, noise- or rate-induced tipping. Recent research has focused on developing early-warning indicators to potentially offer forewarning, which can extract from output time series whether the external forcing approaches a critical level at which tipping occurs. Two commonly used early-warning indicators are an increase of autocorrelation and variance in the time series data for the system’s output. The theory behind the presence of these indicators is the loss of stability of the system’s current state known as ‘critical slowing down’ for the approach of a bifurcation-induced tipping. Rate-induced tipping occurs when the external forcing reaches a critical rate instead of level. For rate-induced tipping there is no loss of stability of the system’s current state and therefore it is not clear if the early-warning indicators should exist. In this thesis we investigate the presence of early-warning indicators for models that show rate-induced tipping with additive noise. We also explore a technique for determining the most likely time of tipping using optimal paths for escape. Research has mainly focussed on testing the early-warning indicators for examples of known tipping events in the past. The ultimate aim of early-warning indicators would be to have the ability to predict future tipping events. Using the early-warning indicators in isolation is susceptible to incurring false alarms and missed alarms. We present a method for approximating the probability of experiencing rate-induced tipping with noise for slow to moderate drift speeds."
P1_psych,METHOD_PRECEDENT,S2_PSYCH,bifurcation;rate,2,False,openalex,W3200511793,,2021,Arrow@dit (Dublin Institute of Technology),Rate-induced tipping in a moving habitat,"As our planet's surface warms, its ecosystems are shifting to cooler and more suitable climates to survive [1]. This issue raises some important research questions. How successfully can life on earth adapt to these changes? How fast can populations be pushed to migrate before they fail to adapt and collapse to extinction? This thesis addresses the problem of species adapting to shifting habitats, using the framework of ``critical transitions'' or ``tipping points''. Specifically, it explores the persistence of a single species in a fast-moving habitat, and how the nature of its population growth affects its adaptability. The spatiotemporal evolution of the species concerned is described by partial differential equations (PDEs) in the form of nonlinear one-dimensional reaction-diffusion equations and reaction-convection-diffusion equations. Two distinct growth models are constructed and the moving habitat is incorporated into each model with the addition of a continuous non-autonomous term. The first model is a quadratic monostable model of logistic growth limited by the carrying capacity of the habitat, similar to models used in previously published work on the topic of species in a moving habitat [2,3,4]. The second model is made cubic and bistable by incorporating an additional limitation to population growth at low population densities, known as the Allee effect.\n\nThe spatial distribution of the populations are computed as standing wave solutions in the static habitat and travelling pulse solutions in the moving habitat, drifting at a constant habitat speed. A critical habitat speed is found for both the monostable and bistable models, above which no physical travelling pulse solution exists, meaning that the population within the habitat dies out. In the monostable Logistic Model, a transcritical bifurcation occurs between its travelling pulse solution and its zero (extinction) solution, which gives rate-induced tipping that can be reversed with a clear indication of an eventual local extinction as this critical speed is approached. In contrast, in the bistable Allee Model a saddle-node bifurcation of travelling pulses occurs, which produces an rate-induced tipping point, which typically cannot be reversed in nature, at which the population in the habitat abruptly collapses to extirpation, without any clear indication of the imminent collapse. This provides a stark ecological insight into how the increasing rate of climate change may give little to no advanced warning of extinction for some species that are observed to have an Allee effect and other complex features influencing their population dynamics."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W4311559359,10.48550/arxiv.2212.06780,2022,arXiv (Cornell University),Quantifying Tipping Risks in Power Grids and beyond,"Critical transitions, ubiquitous in nature and technology, necessitate anticipation to avert adverse outcomes. While many studies focus on bifurcation-induced tipping, where a control parameter change leads to destabilization, alternative scenarios are conceivable, e.g. noise-induced tipping by an increasing noise level in a multi-stable system. Although the generating mechanisms can be different, the observed time series can exhibit similar characteristics. Therefore, we propose a Bayesian Langevin approach, implemented in an open-source tool, which is capable of quantifying both deterministic and intrinsic stochastic dynamics simultaneously. After a detailed proof of concept, we analyse two bus voltage frequency time series of the historic North America Western Interconnection blackout on 10th August 1996. Our results unveil the intricate interplay of changing resilience and noise influence. A comparison with the blackout's timeline supports our frequency dynamics' Langevin model, with the BL-estimation indicating a permanent grid state change already two minutes before the officially defined triggering event. A tree-related high impedance fault or sudden load increases may serve as earlier triggers during this event, as suggested by our findings. This study underscores the importance of distinguishing destabilizing factors for a reliable anticipation of critical transitions, offering a tool for better understanding such events across various disciplines."
P1_psych,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W4392241996,10.1103/physreve.109.024224,2024,Physical review. E,Catastrophic and noncatastrophic population crashes in a bitrophic system with dynamic additional food provision to cooperative predators,"In this article we contemplate the dynamics of an additional food-provided prey-predator system. We assume that the behavior of cooperative predators induces fear in prey, which radically affects the prey's birth and death rates. We observe that the structural instability imposed by strong cooperative hunting among predators goes away with higher intensities of fear levels affecting the prey's reproductive output and mortality. High levels of prey refuge are not conducive to the survival of predators. In such a situation, adequate supply of high-quality additional food is favorable regarding the persistence and stability of the system. Interestingly, the system potentially exhibits two stable configurations under identical ecological conditions by allowing different bifurcation scenarios, including saddle-node and backward bifurcations, and associated hysteresis effects with prey refuge along with additional food quantity and quality. In the stochastic environment, the system experiences critical transitions through bifurcation-induced tipping events with time-varying additional food for predators. Enhanced disturbance events promote noise-induced switching and tipping events. Finally, our investigation explores whether impending population crashes resulting from the variability of additional food quantity and quality can reliably be predicted using early warning signals in the context of redshifted noise. Overall, our results may provide insights for finding control strategies in the context of community ecology."
P2_within,METHOD_PRECEDENT,S2_PSYCH,noise;rate,2,False,openalex,W4404824582,10.1038/s42256-024-00937-0,2024,Nature Machine Intelligence,Deep learning for predicting rate-induced tipping,"Abstract Nonlinear dynamical systems exposed to changing forcing values can exhibit catastrophic transitions between distinct states. The phenomenon of critical slowing down can help anticipate such transitions if caused by a bifurcation and if the change in forcing is slow compared with the system’s internal timescale. However, in many real-world situations, these assumptions are not met and transitions can be triggered because the forcing exceeds a critical rate. For instance, the rapid pace of anthropogenic climate change compared with the internal timescales of key Earth system components, like polar ice sheets or the Atlantic Meridional Overturning Circulation, poses significant risk of rate-induced tipping. Moreover, random perturbations may cause some trajectories to cross an unstable boundary whereas others do not—even under the same forcing. Critical-slowing-down-based indicators generally cannot distinguish these cases of noise-induced tipping from no tipping. This severely limits our ability to assess the tipping risks and to predict individual trajectories. To address this, we make the first attempt to develop a deep learning framework predicting the transition probabilities of dynamical systems ahead of rate-induced transitions. Our method issues early warnings, as demonstrated on three prototypical systems for rate-induced tipping subjected to time-varying equilibrium drift and noise perturbations. Exploiting explainable artificial intelligence methods, our framework captures the fingerprints for the early detection of rate-induced tipping, even with long lead times. Our findings demonstrate the predictability of rate-induced and noise-induced tipping, advancing our ability to determine safe operating spaces for a broader class of dynamical systems than possible so far."
P2_within,METHOD_PRECEDENT,S2_PSYCH,noise;rate,2,False,openalex,W4403663087,10.48550/arxiv.2409.07590,2024,arXiv (Cornell University),Deep Learning for predicting rate-induced tipping,"Nonlinear dynamical systems exposed to changing forcing can exhibit catastrophic transitions between alternative and often markedly different states. The phenomenon of critical slowing down (CSD) can be used to anticipate such transitions if caused by a bifurcation and if the change in forcing is slow compared to the internal time scale of the system. However, in many real-world situations, these assumptions are not met and transitions can be triggered because the forcing exceeds a critical rate. For example, given the pace of anthropogenic climate change in comparison to the internal time scales of key Earth system components, such as the polar ice sheets or the Atlantic Meridional Overturning Circulation, such rate-induced tipping poses a severe risk. Moreover, depending on the realisation of random perturbations, some trajectories may transition across an unstable boundary, while others do not, even under the same forcing. CSD-based indicators generally cannot distinguish these cases of noise-induced tipping versus no tipping. This severely limits our ability to assess the risks of tipping, and to predict individual trajectories. To address this, we make a first attempt to develop a deep learning framework to predict transition probabilities of dynamical systems ahead of rate-induced transitions. Our method issues early warnings, as demonstrated on three prototypical systems for rate-induced tipping, subjected to time-varying equilibrium drift and noise perturbations. Exploiting explainable artificial intelligence methods, our framework captures the fingerprints necessary for early detection of rate-induced tipping, even in cases of long lead times. Our findings demonstrate the predictability of rate-induced and noise-induced tipping, advancing our ability to determine safe operating spaces for a broader class of dynamical systems than possible so far."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,False,openalex,W4412070705,10.1038/s41467-025-60877-0,2025,Nature Communications,Quantifying local stability and noise levels from time series in the US Western Interconnection blackout on 10th August 1996,"Critical transitions necessitate anticipation to prevent adverse outcomes. While many studies focus on bifurcation-induced tipping, noise-induced tipping is also possible. We propose to use the open-source (non-Markovian) Bayesian Langevin estimation to quantify deterministic and stochastic dynamics simultaneously. By analysing bus voltage frequency time series from the Western Interconnection blackout on 10th August 1996, complemented by conceptual network models of its key events, we reveal the interplay of changing local restoring rates and noise levels. Furthermore, a comparison of these findings to the blackout's timeline supports our frequency Langevin model driven by correlated noise. A state change is indicated two minutes before the official triggering event, potentially by establishing a tree-to-line fault. This study highlights the importance of distinguishing destabilising factors for anticipating critical transitions and provides a tool for understanding such events across various disciplines."
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,True,openalex,W7149289563,10.5281/zenodo.19422149,2026,Zenodo (CERN European Organization for Nuclear Research),Compression–Response Transition Index (CRTI): A Mechanism-Specific Early Warning Signal for Fold-Type Critical Transitions,"This preprint introduces the Compression–Response Transition Index (CRTI), a bivariate early warning signal designed for detecting fold-type critical transitions in multivariate dynamical systems. The index is defined as T = R̂ / Φ, coupling a recovery-rate proxy derived from the autocorrelation structure (R̂) with a spectral concentration measure Φ = λ₁ / \sum_i λ_i, representing the dominance of the leading covariance mode. Unlike classical early warning indicators based on variance or autocorrelation alone, CRTI explicitly integrates structural and dynamical information and is equipped with a validity gate via the Structural–Dynamic Separability (SDS) condition. The framework is mechanism-specific, with explicit boundary conditions covering Hopf bifurcations, noise-induced transitions, projection-induced distortion, and reflexive systems. Simulation results demonstrate that CRTI provides earlier and more robust detection of fold bifurcations compared to AR(1) and variance-based indicators, while correctly failing outside its domain of validity. An empirical evaluation on the Peter Lake ecosystem dataset, based on a pre-registered protocol, supports the theoretical predictions. CRTI is presented as a diagnostic instrument with explicitly defined scope, not as a universal early warning signal. CRTI, early warning signals, critical transitions, fold bifurcation, multivariate time series, covariance structure, autocorrelation, spectral concentration, complex systems, nonlinear dynamics"
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,True,openalex,W7149641790,10.5281/zenodo.19422148,2026,Zenodo (CERN European Organization for Nuclear Research),Compression–Response Transition Index (CRTI): A Mechanism-Specific Early Warning Signal for Fold-Type Critical Transitions,"This preprint introduces the Compression–Response Transition Index (CRTI), a bivariate early warning signal designed for detecting fold-type critical transitions in multivariate dynamical systems. The index is defined as T = R̂ / Φ, coupling a recovery-rate proxy derived from the autocorrelation structure (R̂) with a spectral concentration measure Φ = λ₁ / \sum_i λ_i, representing the dominance of the leading covariance mode. Unlike classical early warning indicators based on variance or autocorrelation alone, CRTI explicitly integrates structural and dynamical information and is equipped with a validity gate via the Structural–Dynamic Separability (SDS) condition. The framework is mechanism-specific, with explicit boundary conditions covering Hopf bifurcations, noise-induced transitions, projection-induced distortion, and reflexive systems. Simulation results demonstrate that CRTI provides earlier and more robust detection of fold bifurcations compared to AR(1) and variance-based indicators, while correctly failing outside its domain of validity. An empirical evaluation on the Peter Lake ecosystem dataset, based on a pre-registered protocol, supports the theoretical predictions. CRTI is presented as a diagnostic instrument with explicitly defined scope, not as a universal early warning signal. CRTI, early warning signals, critical transitions, fold bifurcation, multivariate time series, covariance structure, autocorrelation, spectral concentration, complex systems, nonlinear dynamics"
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,True,openalex,W7156206721,10.5281/zenodo.19813643,2026,Zenodo (CERN European Organization for Nuclear Research),Detecting Structural Singularization in Complex Systems via Finite-Time Spectral Entropy and Relaxation Lag,"Dieses Preprint stellt ein strukturelles Diagnoseframework zur Erkennung von Fragilität in komplexen, multivariaten Systemen vor. Während klassische Frühwarnsignale (Early Warning Signals, EWS) wie Varianz oder Autokorrelation primär auf zeitliche Amplitudenänderungen (Critical Slowing Down) reagieren, adressiert dieser Ansatz eine komplementäre Perspektive: die strukturelle Organisation der Dynamik. Im Zentrum stehen zwei beobachtbare Größen:(1) der effektive Rang Φ_obs, abgeleitet aus der spektralen Entropie einer whitened, zeitverzögerten Kovarianzmatrix, und(2) ein empirischer Relaxationsindikator R_obs, der die Abklingrate von Korrelationen approximiert. Die Kombination beider Größen ermöglicht die Identifikation einer sogenannten Fragility Signature, charakterisiert durch die gleichzeitige Abnahme von Φ_obs (strukturelle Kompression) und Zunahme von R_obs (dynamische Verlangsamung). Dieses Muster erlaubt die Unterscheidung zwischen echter struktureller Singularisierung und transienten Verstärkungseffekten in nicht-normalen Systemen. Die Methode wird anhand numerischer Experimente (Fold-, Hopf-, nicht-normale sowie rauschinduzierte Systeme) validiert und zeigt insbesondere bei nicht-normaler Dynamik eine verbesserte Robustheit gegenüber klassischen EWS. Der bereitgestellte Code-Anhang ermöglicht eine vollständige Reproduzierbarkeit der Analysepipeline. Der Ansatz erhebt keinen Anspruch auf universelle Gültigkeit, sondern versteht sich als strukturorientierte Ergänzung zu bestehenden dynamischen Frühwarnindikatoren. 🔑 Keywords (Deutsch) Komplexe Systeme, Frühwarnsignale, strukturelle Fragilität, spektrale Entropie, effektiver Rang, Kovarianzmatrix, nicht-normale Dynamik, kritische Übergänge, Zeitreihenanalyse, Multivariatsysteme, Systemstabilität, Singularisierung 🇬🇧 Description (English) This preprint introduces a structural diagnostic framework for detecting fragility in complex multivariate systems. While classical Early Warning Signals (EWS), such as variance and autocorrelation, primarily capture temporal amplitude changes associated with critical slowing down, this work focuses on the structural organization of system dynamics. The approach is based on two observable quantities:(1) the effective rank Φ_obs, derived from the spectral entropy of a whitened lagged covariance operator, and(2) an empirical relaxation proxy R_obs, capturing the decay rate of correlations. Their joint behavior defines a fragility signature, characterized by a simultaneous decrease in Φ_obs (structural compression) and an increase in R_obs (relaxation slowing). This combined criterion allows for the discrimination between true structural singularization and transient amplification effects commonly observed in non-normal systems. The framework is validated on numerical benchmark systems, including fold and Hopf bifurcations, non-normal stable systems, and noise-induced transitions. Results indicate improved robustness compared to classical EWS, particularly in the presence of transient non-normal dynamics. A full code appendix is provided to ensure reproducibility. This work does not claim universality, but positions the proposed framework as a structural complement to existing dynamical early warning indicators. 🔑 Keywords (English) complex systems, early warning signals, structural fragility, spectral entropy, effective rank, covariance matrix, non-normal dynamics, critical transitions, time series analysis, multivariate systems, system stability, singularization"
P2_within,METHOD_PRECEDENT,S2_PSYCH,bifurcation;noise,2,True,openalex,W7155903631,10.5281/zenodo.19813642,2026,Zenodo (CERN European Organization for Nuclear Research),Detecting Structural Singularization in Complex Systems via Finite-Time Spectral Entropy and Relaxation Lag,"Dieses Preprint stellt ein strukturelles Diagnoseframework zur Erkennung von Fragilität in komplexen, multivariaten Systemen vor. Während klassische Frühwarnsignale (Early Warning Signals, EWS) wie Varianz oder Autokorrelation primär auf zeitliche Amplitudenänderungen (Critical Slowing Down) reagieren, adressiert dieser Ansatz eine komplementäre Perspektive: die strukturelle Organisation der Dynamik. Im Zentrum stehen zwei beobachtbare Größen:(1) der effektive Rang Φ_obs, abgeleitet aus der spektralen Entropie einer whitened, zeitverzögerten Kovarianzmatrix, und(2) ein empirischer Relaxationsindikator R_obs, der die Abklingrate von Korrelationen approximiert. Die Kombination beider Größen ermöglicht die Identifikation einer sogenannten Fragility Signature, charakterisiert durch die gleichzeitige Abnahme von Φ_obs (strukturelle Kompression) und Zunahme von R_obs (dynamische Verlangsamung). Dieses Muster erlaubt die Unterscheidung zwischen echter struktureller Singularisierung und transienten Verstärkungseffekten in nicht-normalen Systemen. Die Methode wird anhand numerischer Experimente (Fold-, Hopf-, nicht-normale sowie rauschinduzierte Systeme) validiert und zeigt insbesondere bei nicht-normaler Dynamik eine verbesserte Robustheit gegenüber klassischen EWS. Der bereitgestellte Code-Anhang ermöglicht eine vollständige Reproduzierbarkeit der Analysepipeline. Der Ansatz erhebt keinen Anspruch auf universelle Gültigkeit, sondern versteht sich als strukturorientierte Ergänzung zu bestehenden dynamischen Frühwarnindikatoren. 🔑 Keywords (Deutsch) Komplexe Systeme, Frühwarnsignale, strukturelle Fragilität, spektrale Entropie, effektiver Rang, Kovarianzmatrix, nicht-normale Dynamik, kritische Übergänge, Zeitreihenanalyse, Multivariatsysteme, Systemstabilität, Singularisierung 🇬🇧 Description (English) This preprint introduces a structural diagnostic framework for detecting fragility in complex multivariate systems. While classical Early Warning Signals (EWS), such as variance and autocorrelation, primarily capture temporal amplitude changes associated with critical slowing down, this work focuses on the structural organization of system dynamics. The approach is based on two observable quantities:(1) the effective rank Φ_obs, derived from the spectral entropy of a whitened lagged covariance operator, and(2) an empirical relaxation proxy R_obs, capturing the decay rate of correlations. Their joint behavior defines a fragility signature, characterized by a simultaneous decrease in Φ_obs (structural compression) and an increase in R_obs (relaxation slowing). This combined criterion allows for the discrimination between true structural singularization and transient amplification effects commonly observed in non-normal systems. The framework is validated on numerical benchmark systems, including fold and Hopf bifurcations, non-normal stable systems, and noise-induced transitions. Results indicate improved robustness compared to classical EWS, particularly in the presence of transient non-normal dynamics. A full code appendix is provided to ensure reproducibility. This work does not claim universality, but positions the proposed framework as a structural complement to existing dynamical early warning indicators. 🔑 Keywords (English) complex systems, early warning signals, structural fragility, spectral entropy, effective rank, covariance matrix, non-normal dynamics, critical transitions, time series analysis, multivariate systems, system stability, singularization"
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",rate,1,False,openalex,W23164373,10.1007/bf00034688,1978,International Journal of Fracture,The effects of a strain-rate-dependent Young's modulus upon the stress and strain fields around a running crack tip,
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W1998458868,10.1063/1.459541,1990,The Journal of Chemical Physics,The effect of interactive noise on the driven Brusselator model,"We examine the effects of interactive noise, i.e., noise which is processed by the system, on the Brusselator, a nonlinear oscillator. The Brusselator is investigated for three types of motion: periodic, quasiperiodic, and chaotic. Fluctuations are imposed on the system variables (Type V noise). The average fluctuation amplitudes are chosen between 10 and 10 000 ppm (1%) and they are Gaussian distributed. The simulated time series are analyzed by autocorrelation functions, Fourier spectra, Poincaré sections, one-dimensional maps, maximum Lyapunov exponents, and correlation dimensions. As a result, noisy periodic and quasiperiodic motion can be distinguished from deterministic chaos if the fluctuation amplitude is sufficiently small. The generic structure of the attractor can be recognized when Lyapunov exponents or correlation dimensions are extrapolated to zero fluctuation amplitude. Quasiperiodic attractors in the Brusselator are obscured even by small amounts of noise. Chaos in the Brusselator, on the other hand, is found to be robust against noise. For periodic motion we show that points close to a bifurcation exhibit a stronger sensitivity towards noise than points far away. In the log–log plots for the correlation dimension we observed break points for noisy periodic and quasiperiodic motion. They separate the noise from the purely deterministic part of the motion. For increasing noise levels the break points move to higher length scales of the attractor. Break points were not found for chaos in the Brusselator nor in the Lorenz and Rössler models. In the Brusselator very large noise levels beyond 1% obscure the deterministic structure even of a chaotic attractor so that any clear distinction between chaos and noise induced (statistical) aperiodicity is no longer possible. Implications on experimental systems are discussed."
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W2003029379,10.1021/jp0013208,2000,The Journal of Physical Chemistry A,Experimental Observation of Internal Signal Stochastic Resonance in the Belousov−Zhabotinsky Reaction,"We show experimentally the phenomenon of internal signal stochastic resonance in the Belousov−Zhabotinsky reaction without external signal. The chemical reaction is placed in an excitable state near a Hopf bifurcation in a CSTR. When the flow rate is perturbed by stochastic noise, noise-induced oscillations are observed, and two closely spaced, large-amplitude spikes appear nearly periodically at the proper noise level. More importantly, analysis from the power spectra and interspike interval histogram of the time series output, the coherence of these noise-induced oscillations, is maximal at an optimal noise intensity, indicating the occurrence of internal signal stochastic resonance."
